      0.02	0.00	2.39	6.56	14.01	7.33	3.04	1.07	2.40	2.03	0.86	0.46	1.60	0.34	0.03	2.14	3.48	0.41	
      2.28	0.00	6.16	0.56	5.86	1.95	7.70	6.24	3.44	2.31	2.51	0.64	0.70	3.06	0.26	0.76	1.40	0.22	
      2.30	0.00	0.76	12.42	11.08	6.32	7.77	0.38	0.17	0.44	2.41	1.55	0.23	0.53	2.25	3.34	1.93	1.37	
      2.32	0.00	4.61	18.70	4.29	2.25	1.41	5.88	0.09	3.72	0.65	0.57	1.33	2.25	2.02	2.33	1.59	0.55	
      2.35	0.00	3.71	8.32	2.41	7.97	2.16	6.02	0.50	0.44	2.52	3.86	1.02	3.59	0.43	1.80	0.16	1.83	
      2.37	0.00	11.24	14.53	4.05	14.83	2.16	8.90	5.46	0.08	3.25	5.42	3.01	0.18	3.08	0.07	2.62	0.03	
      2.39	0.00	4.74	2.55	1.08	0.51	5.99	3.05	1.86	0.21	1.07	2.11	3.33	3.10	0.37	2.70	0.50	0.71	
      2.41	0.00	3.06	3.97	15.00	14.58	5.54	14.46	1.73	2.78	0.03	5.21	1.84	5.30	4.83	1.21	2.72	1.00	
      2.44	0.00	4.83	1.61	2.44	14.49	8.14	1.19	1.33	1.72	0.02	1.11	1.86	3.15	1.51	1.76	0.83	0.22	
      2.46	0.00	6.61	0.10	3.84	7.88	4.69	5.87	0.68	2.61	1.24	0.90	0.64	3.63	2.23	1.14	1.40	0.26	
      2.48	0.00	9.49	12.66	8.01	11.26	2.61	1.75	3.48	1.44	1.80	0.46	2.30	5.54	0.03	0.82	0.89	0.30	
      2.51	0.00	13.68	1.13	12.65	15.46	11.03	8.46	1.68	3.25	0.18	1.71	0.08	0.09	0.35	2.22	0.87	0.58	
      2.53	0.00	1.59	10.52	8.63	3.86	11.97	9.20	0.46	5.88	2.08	1.65	2.76	5.07	0.84	2.39	0.41	0.24	
      2.55	0.00	1.44	0.35	5.34	12.37	2.21	8.14	2.35	3.66	0.64	2.12	1.33	5.94	2.13	0.49	2.08	0.85	
      2.58	0.00	6.08	2.03	4.16	0.97	12.15	1.46	1.99	0.70	1.73	0.44	1.37	0.56	1.56	3.40	0.93	0.52	
      2.60	0.00	0.42	3.55	17.13	0.51	1.50	3.98	2.33	1.36	1.57	0.19	0.44	3.58	2.76	1.05	1.29	1.81	
      2.62	0.00	1.62	6.05	1.45	12.41	0.96	0.12	3.82	4.47	0.04	5.25	1.85	0.15	0.59	2.10	1.18	0.85	
      2.65	0.00	7.82	10.01	6.92	6.58	1.02	0.60	1.78	3.70	0.27	1.96	0.28	3.72	1.09	0.66	1.45	0.25	
      2.67	0.00	7.20	21.32	14.72	7.61	2.47	2.45	5.47	0.98	1.52	0.64	3.87	0.23	1.56	2.68	0.30	0.04	
      2.69	0.00	0.40	24.05	5.04	1.65	8.26	9.66	2.60	1.56	2.66	0.68	2.24	2.96	4.52	2.62	2.91	1.06	
      2.72	0.00	12.41	14.75	13.76	6.28	12.92	3.69	3.55	3.90	2.32	2.98	3.41	2.94	8.47	3.39	0.33	1.06	
      2.74	0.00	13.20	22.16	6.28	10.31	2.60	0.35	4.11	0.41	3.06	0.58	3.30	0.62	1.75	1.84	0.48	0.73	
      2.76	0.00	9.39	9.17	13.14	7.48	13.75	0.92	1.81	3.15	1.27	1.21	2.12	1.72	1.64	0.09	1.50	0.29	
      2.79	0.00	2.08	2.08	1.26	6.86	3.57	4.18	3.50	0.60	2.84	0.16	1.71	1.18	4.21	0.58	0.06	0.65	
      2.81	0.00	6.68	4.70	6.15	8.21	7.57	5.99	1.23	0.23	0.13	4.23	3.64	3.40	0.66	1.76	0.16	0.58	
      2.83	0.00	6.16	12.23	0.47	4.02	1.44	2.86	1.34	6.40	0.79	3.57	3.00	1.67	0.72	1.76	0.41	1.05	
      2.86	0.00	2.23	0.33	4.02	0.27	0.36	5.54	4.06	2.56	0.53	3.84	0.21	0.28	2.53	0.71	0.44	0.26	
      2.88	0.00	18.52	0.66	1.18	1.44	5.64	4.86	1.27	2.53	0.34	1.79	6.54	0.74	2.23	0.75	1.36	0.94	
      2.90	0.00	3.34	11.40	2.40	3.35	1.28	1.87	6.32	3.60	0.17	1.08	1.47	2.69	3.39	1.18	0.54	1.62	
      2.93	0.00	0.42	4.25	4.68	1.41	3.00	3.82	4.77	1.86	0.48	0.05	0.92	1.46	1.90	0.84	0.68	0.54	
      2.95	0.00	22.31	1.56	8.45	4.75	4.22	10.36	7.34	1.16	0.72	0.11	7.27	5.40	0.72	2.59	0.66	0.40	
      2.97	0.00	1.26	6.77	4.94	6.90	0.15	3.65	0.84	5.50	1.73	0.92	3.37	0.98	2.00	2.07	0.36	0.29	
      3.00	0.00	15.16	7.58	23.32	14.41	1.04	2.85	0.75	3.45	3.18	6.47	0.63	0.89	3.02	1.93	0.05	0.43	
      3.02	0.00	6.44	21.68	10.29	6.48	1.68	2.38	1.96	1.76	3.09	1.88	1.92	1.30	2.25	3.83	0.86	0.08	
      3.04	0.00	7.38	8.56	11.13	1.06	3.47	0.95	1.75	1.98	1.16	1.39	1.97	1.33	1.19	0.88	3.32	1.32	
      3.07	0.00	2.97	2.41	2.46	1.82	1.23	5.87	4.94	0.33	0.48	0.36	1.83	1.38	0.32	0.58	0.83	0.92	
      3.09	0.00	6.90	7.62	5.00	6.16	3.03	0.63	6.94	4.41	3.26	0.00	3.03	4.05	0.68	0.47	0.29	0.80	
      3.11	0.00	1.89	1.47	17.82	1.90	1.17	7.78	0.37	3.13	0.25	4.05	1.83	3.58	3.00	0.40	3.18	1.14	
      3.13	0.00	0.57	8.41	2.16	4.09	1.76	2.45	5.13	2.16	2.14	0.91	1.19	1.17	1.28	0.37	1.22	1.67	
      3.16	0.00	9.96	3.37	2.38	9.82	6.31	10.53	0.65	1.42	1.11	1.29	3.32	2.97	4.98	1.66	0.51	0.59	
      3.18	0.00	0.08	6.70	6.39	10.90	2.38	1.79	3.54	1.49	0.63	1.12	1.67	3.91	0.24	0.28	0.81	1.58	
      3.20	0.00	1.75	5.61	9.85	5.71	0.71	5.69	1.80	0.45	2.35	0.24	1.36	3.23	1.62	0.11	2.19	0.61	
      3.23	0.00	5.00	2.25	12.48	8.09	0.27	3.25	4.92	2.19	0.29	1.32	2.10	0.28	1.08	2.29	0.05	0.16	
      3.25	0.00	15.84	13.10	1.70	9.72	0.12	5.68	0.38	0.29	0.07	3.26	2.93	2.16	0.81	1.23	1.69	1.14	
      3.27	0.00	5.53	0.14	5.41	0.22	0.85	6.31	1.35	1.46	0.37	1.88	0.39	1.71	3.23	0.46	0.87	1.67	
      3.30	0.00	2.19	12.55	18.14	1.47	5.54	3.52	3.12	0.56	0.47	2.18	3.40	2.13	4.24	2.53	0.19	0.23	
      3.32	0.00	12.66	7.41	2.96	2.15	19.63	5.00	1.40	1.41	1.17	0.95	5.71	0.20	6.11	1.13	3.16	0.23	
      3.34	0.00	9.61	3.52	6.27	3.73	3.85	2.15	2.55	1.06	0.00	1.79	4.24	6.03	0.28	0.59	0.28	0.82	
      3.37	0.00	4.18	7.92	5.44	1.64	2.90	4.19	3.86	0.65	1.42	1.74	1.42	7.53	1.75	0.25	0.57	0.45	
      3.39	0.00	5.27	12.40	0.98	3.67	6.33	4.45	0.83	1.12	0.10	0.63	1.08	1.00	1.60	1.42	0.01	0.66	
      3.41	0.00	16.08	1.25	13.10	8.49	0.24	8.11	0.92	2.35	0.31	1.15	3.05	2.81	3.48	1.84	0.96	0.06	
      3.44	0.00	0.42	6.64	1.43	6.87	3.26	6.69	1.47	0.56	1.33	0.90	1.16	2.64	2.92	3.25	1.28	0.36	
      3.46	0.00	0.69	24.53	15.47	8.44	2.83	0.28	5.96	0.05	0.61	2.38	3.42	1.92	2.60	4.57	2.05	0.65	
      3.48	0.00	9.05	12.20	13.88	6.73	6.95	0.48	4.31	2.46	2.18	2.19	2.32	0.28	5.18	0.64	0.77	2.12	
      3.51	0.00	3.09	0.72	10.12	10.20	3.86	2.40	3.91	3.18	2.47	4.69	0.11	5.16	0.08	1.25	3.19	1.13	
      3.53	0.00	21.58	17.25	8.92	4.54	10.46	5.27	3.60	1.22	0.61	0.53	0.14	0.09	1.15	1.06	0.03	1.27	
      3.55	0.00	12.34	21.52	11.13	3.36	4.71	0.86	2.30	1.79	1.13	1.72	1.36	6.06	0.78	0.93	1.86	1.67	
      3.58	0.00	0.24	4.65	1.49	1.99	10.02	6.78	3.68	3.49	1.19	2.32	0.72	1.90	1.21	0.36	1.91	0.84	
      3.60	0.00	9.30	4.50	0.28	7.53	2.26	9.34	1.08	2.38	0.75	1.47	0.32	2.68	2.73	0.10	0.23	0.44	
      3.62	0.00	4.77	11.43	6.05	0.65	8.00	6.77	0.43	2.79	1.29	2.66	1.16	4.36	2.61	0.16	1.75	1.29	
      3.65	0.00	17.18	5.78	2.49	2.13	2.78	11.73	7.74	0.74	2.58	4.30	4.90	0.70	3.07	1.54	3.11	0.87	
      3.67	0.00	2.63	14.28	0.07	5.56	0.62	2.50	12.12	3.02	3.96	2.23	0.68	2.97	2.68	3.21	0.28	0.21	
      3.69	0.00	7.18	6.98	3.51	7.36	2.77	5.32	4.25	0.93	3.47	2.13	3.63	2.49	1.20	1.38	0.55	0.31	
      3.72	0.00	7.96	1.76	2.42	1.18	1.24	1.81	3.02	4.76	1.21	1.32	2.51	1.92	0.02	1.32	2.14	0.10	
      3.74	0.00	1.12	7.55	18.35	9.31	6.13	4.43	2.18	2.58	1.52	2.08	0.38	1.90	0.63	0.04	3.08	1.06	
      3.76	0.00	10.60	0.00	10.60	3.79	12.44	5.38	4.60	1.11	2.00	3.89	9.70	0.55	5.06	1.44	2.70	1.63	
      3.78	0.00	12.49	2.56	4.82	10.15	3.61	2.25	3.01	1.93	0.28	1.66	1.04	0.94	2.61	1.14	2.25	1.64	
      3.81	0.00	11.76	1.46	12.17	12.68	1.94	1.66	0.23	0.46	1.30	1.43	0.04	0.61	2.89	5.17	1.15	0.52	
      3.83	0.00	9.53	5.40	9.11	11.61	3.76	0.27	0.02	1.39	0.62	0.67	0.91	0.33	2.52	3.26	1.24	0.98	
      3.85	0.00	14.63	0.86	8.36	3.88	1.75	5.69	2.75	0.95	1.62	1.10	0.82	5.02	2.13	0.34	0.88	0.11	
      3.88	0.00	4.98	3.98	2.09	2.82	0.21	4.87	4.05	1.26	2.51	2.65	2.11	2.53	0.02	1.18	0.09	0.43	
      3.90	0.00	9.32	1.50	5.47	6.26	6.33	3.58	6.93	4.23	1.16	3.22	3.12	1.32	0.98	3.42	1.05	0.27	
      3.92	0.00	0.44	5.11	1.65	7.02	6.62	4.67	2.85	2.67	1.91	1.43	1.64	4.53	1.99	2.18	0.87	0.98	
      3.95	0.00	2.90	12.56	5.37	9.42	0.47	2.32	0.55	2.06	0.67	0.52	2.56	3.72	2.48	2.47	0.55	0.33	
      3.97	0.00	5.73	1.92	1.15	1.26	9.64	7.12	6.18	2.31	2.11	0.38	3.62	1.91	2.00	3.03	0.73	0.43	
      3.99	0.00	10.74	7.34	0.71	11.16	4.89	2.03	2.50	2.84	1.67	5.13	1.37	4.49	3.44	1.93	0.77	0.18	
      4.02	0.00	4.11	3.58	3.60	11.81	0.14	10.76	2.46	0.26	0.64	0.25	2.94	5.70	1.89	3.90	0.32	0.14	
      4.04	0.00	8.33	4.41	10.00	4.14	6.18	1.10	1.56	3.54	3.03	3.66	1.93	0.31	4.46	0.49	0.58	0.87	
      4.06	0.00	8.09	8.64	9.32	2.08	8.46	2.48	3.39	2.05	1.07	1.40	2.90	2.72	4.48	0.49	1.30	1.16	
      4.09	0.00	3.24	13.19	19.01	6.09	0.82	11.88	3.73	3.63	1.21	1.94	2.25	4.03	7.33	1.29	0.11	0.91	
      4.11	0.00	4.90	11.22	4.59	6.34	8.16	7.09	4.13	3.44	1.42	1.66	0.27	2.40	0.71	3.10	1.32	0.25	
      4.13	0.00	8.70	3.40	16.30	0.29	2.45	1.05	0.43	3.92	0.05	2.05	0.50	0.91	4.40	0.28	1.47	0.56	
      4.16	0.00	0.95	7.95	11.14	13.85	0.23	4.80	4.30	1.39	1.96	2.76	2.57	1.87	3.77	2.60	0.76	0.62	
      4.18	0.00	2.75	0.33	19.68	3.64	5.11	0.22	1.98	0.06	0.43	0.45	3.75	3.09	3.49	1.76	2.02	1.13	
      4.20	0.00	3.29	1.33	12.24	3.76	7.21	1.25	2.92	6.38	0.27	1.04	1.41	2.06	3.20	1.17	0.74	0.60	
      4.23	0.00	0.82	10.83	15.31	5.67	4.97	8.14	1.30	0.73	0.95	1.19	0.38	4.48	0.40	1.50	3.40	0.73	
      4.25	0.00	8.31	14.29	6.43	5.26	10.13	1.09	6.93	3.63	1.90	0.11	2.13	2.51	1.11	2.03	3.48	2.31	
      4.27	0.00	0.61	2.14	3.18	1.73	1.44	0.17	2.19	1.53	0.25	3.12	1.03	0.16	0.28	1.88	0.87	0.41	
      4.30	0.00	0.79	1.30	1.81	0.38	1.50	2.47	0.16	1.14	0.48	0.02	0.05	2.32	1.71	1.09	1.70	0.06	
      4.32	0.00	4.12	13.03	6.01	1.50	3.17	0.82	1.76	4.15	0.95	2.10	0.45	0.58	0.56	0.05	1.18	1.05	
      4.34	0.00	13.19	7.20	7.32	4.51	2.72	3.09	0.52	1.14	0.31	0.48	0.85	2.39	0.24	0.08	1.32	0.01	
      4.37	0.00	11.66	5.41	3.68	2.85	5.51	3.78	0.12	0.56	0.30	0.23	0.83	3.36	1.04	3.23	1.83	0.39	
      4.39	0.00	2.19	8.19	7.26	2.20	5.85	2.84	4.92	6.19	1.69	0.79	2.60	1.37	0.82	1.67	2.16	0.20	
      4.41	0.00	8.53	2.32	1.01	3.11	4.23	3.24	0.48	2.17	0.50	1.84	0.26	1.43	2.30	1.87	0.12	0.45	
      4.44	0.00	4.59	4.49	9.77	3.25	3.65	17.67	1.99	0.05	0.09	4.53	1.38	6.80	1.47	2.25	0.20	0.32	
      4.46	0.00	12.50	5.96	20.61	6.36	2.94	2.51	5.27	0.26	0.16	0.80	0.27	1.97	9.23	6.16	1.65	0.09	
      4.48	0.00	14.57	9.35	2.42	0.16	4.73	5.59	0.29	3.52	0.88	3.87	2.25	3.50	2.33	0.94	0.03	1.36	
      4.50	0.00	6.39	0.88	18.88	2.99	4.20	0.22	0.06	0.31	1.63	1.68	0.42	3.59	6.62	0.88	0.82	0.91	
      4.53	0.00	1.43	3.02	14.91	1.73	3.22	3.53	4.64	3.66	0.06	3.21	4.35	0.97	1.62	0.69	2.78	0.59	
      4.55	0.00	4.25	1.57	1.83	7.56	5.67	0.77	0.80	4.17	0.81	1.52	0.68	0.02	0.21	1.56	0.91	0.90	
